,Release_Date,Title,Production_Budget,Domestic_Gross,Worldwide_Gross
978,3/21/2014,Godâs Not Dead,1150000,60755732,63777092
979,10/7/2005,Waiting...,1125000,16124543,18673274
980,5/12/2006,Dead Man's Shoes,1125000,6408,414736
981,12/25/2005,Wolf Creek,1100000,16186348,29005064
982,2/11/2005,Ong-Bak,1100000,4563167,24062965
983,3/23/2012,Serbuan maut,1100000,4105123,9297407
984,9/26/1986,Down by Law,1100000,1436000,1436000
985,9/4/1987,The Offspring,1100000,1355728,1355728
986,2/22/2002,Sex with Strangers,1100000,247740,247740
987,5/18/2012,Beyond the Black Rainbow,1100000,56491,56491
988,5/14/2003,Dracula: Pages from a Virgin's Diary,1100000,39659,81371
989,11/21/2014,The Sleepwalker,1100000,2636,2636
990,3/7/2017,Departure,1100000,0,27561
991,4/7/2009,Faith Like Potatoes,1100000,0,0
992,3/23/2010,Lake Mungo,1100000,0,0
993,4/7/2015,Silent Running,1100000,0,0
994,12/31/2010,Dead Undead The,1100000,0,0
995,12/31/2013,The Vatican Exorcisms,1100000,0,0
996,12/11/2009,Rocket Singh: Salesman of the Year,1070000,164649,5348767
997,1/23/1943,Casablanca,1039000,10462500,10462500
998,11/21/1976,Rocky,1000000,117235147,225000000
999,1/6/2012,The Devil Inside,1000000,53262945,101759490
