Genre,Language,Nudity,Rating,Sex,Title,Violence,Release_Date,Production_Budget,Domestic_Gross,Worldwide_Gross,Release_Year,Release_Month
Documentary,Light,Light,PG,Light,Mad Hot Ballroom,None,2005-05-13,500000,8117961,9387581,2005,May
Documentary,Medium,Light,PG-13,Light,Rize,Light,2005-06-24,700000,3278611,4857731,2005,Jun
Thriller,Light,None,PG-13,None,Batman Begins,Medium,2005-06-15,150000000,205343774,359142722,2005,Jun
Comedy,Light,Light,PG,Light,The Perfect Man,Light,2005-06-17,10000000,16535005,19535005,2005,Jun
Horror,Heavy,Light,R,Medium,House Of Wax,Heavy,2005-05-06,35000000,32064800,70064800,2005,May
Horror,Heavy,Light,R,Medium,House Of Wax,Heavy,1953-04-10,658000,23800000,23800000,1953,Apr
Thriller,Heavy,Medium,R,Medium,Mindhunters,Heavy,2005-05-13,27000000,4476235,16566235,2005,May
Drama,Medium,Medium,R,Medium,Saving Face,Light,2005-05-27,2500000,1187266,1269705,2005,May
Action,Heavy,None,PG-13,Light,Xxx: State Of The Union,Heavy,2005-04-29,60000000,26873932,71073932,2005,Apr
Drama,Heavy,None,PG-13,Light,House Of D,None,2005-04-15,2000000,388532,466106,2005,Apr
Comedy,Heavy,None,PG-13,Light,Monster-In-Law,Light,2005-05-13,45000000,82931301,155931301,2005,May
Comedy,Medium,Medium,PG-13,Medium,A Lot Like Love,None,2005-04-22,25000000,21835784,41921590,2005,Apr
Drama,Heavy,Light,PG-13,None,Cinderella Man,Medium,2005-06-03,88000000,61649911,105021488,2005,Jun
Family,Light,None,PG,None,Madagascar,Light,2005-05-27,75000000,193595521,556559566,2005,May
Horror,Medium,Medium,R,Medium,The Amityville Horror,Heavy,2005-04-15,18500000,65233369,109175673,2005,Apr
Thriller,Heavy,Medium,R,Medium,Layer Cake,Heavy,2005-05-13,6500000,2339957,11745931,2005,May
Drama,Heavy,Medium,R,Heavy,The Ballad Of Jack And Rose,Light,2005-03-25,1500000,712294,1126258,2005,Mar
Comedy,Medium,None,PG-13,Light,Fever Pitch,Light,2005-04-08,40000000,42071069,50071069,2005,Apr
Comedy,Heavy,Light,PG-13,Light,Beauty Shop,Light,2005-03-30,25000000,36351350,38351350,2005,Mar
Drama,Medium,None,PG-13,None,Madison,Light,2005-04-22,15500000,517262,517262,2005,Apr
Comedy,Light,None,PG-13,Light,Miss Congeniality 2: Armed And Fabulous,Light,2005-03-24,60000000,48478006,101382396,2005,Mar
Drama,Medium,None,PG,None,The Game Of Their Lives,None,2005-04-22,20000000,375474,375474,2005,Apr
Action,Medium,Light,PG-13,None,Sahara,Medium,2005-04-08,145000000,68671925,121671925,2005,Apr
Thriller,Light,Light,PG-13,None,The Interpreter,Medium,2005-04-22,90000000,72708161,162753837,2005,Apr
Thriller,Heavy,Medium,R,Heavy,Oldboy,Heavy,2005-03-25,3000000,707391,6239723,2005,Mar
Horror,Light,Light,PG-13,None,The Ring Two,Medium,2005-03-18,50000000,75941727,161941727,2005,Mar
Thriller,Heavy,Medium,R,Heavy,Sin City,Heavy,2005-04-01,40000000,74103820,158527918,2005,Apr
Horror,Heavy,Medium,PG-13,Light,Cursed,Medium,2005-02-25,35000000,19294901,25114901,2005,Feb
Comedy,Heavy,Light,PG-13,Light,Be Cool,Medium,2005-03-04,75000000,55849401,94944017,2005,Mar
Thriller,Light,Medium,R,Medium,The Jacket,Medium,2005-03-04,28500000,6301131,15452978,2005,Mar
Drama,Heavy,None,R,Medium,The Upside Of Anger,Light,2005-03-11,12000000,18761993,28915761,2005,Mar
Drama,Medium,None,PG-13,Light,Dear Frankie,None,2005-03-04,4600000,1340891,3099369,2005,Mar
Comedy,Medium,Medium,PG-13,Medium,Saint Ralph,None,2005-08-05,5200000,795126,1695126,2005,Aug
Comedy,Heavy,None,PG-13,Light,Diary Of A Mad Black Woman,Light,2005-02-25,5500000,50406346,50458356,2005,Feb
Comedy,Medium,None,PG-13,Light,Guess Who,Light,2005-03-25,35000000,68915888,102115888,2005,Mar
Animated,Light,None,PG-13,None,Steamboy,Medium,2005-03-18,20000000,468867,10468867,2005,Mar
Comedy,Light,Light,PG,None,The Pacifier,Light,2005-03-04,56000000,113006880,198006880,2005,Mar
Drama,Light,None,G,None,Ice Princess,None,2005-03-18,25000000,24381334,25732334,2005,Mar
Animated,Light,None,PG,None,Robots,Medium,2005-03-11,80000000,128200012,260700012,2005,Mar
Science Fiction,Medium,Light,R,None,Constantine,Heavy,2005-02-18,75000000,75976178,221594911,2005,Feb
Comedy,Light,None,PG,Light,Son Of The Mask,Medium,2005-02-18,100000000,17018422,59918422,2005,Feb
Horror,Light,Light,PG-13,Light,Boogeyman,Medium,2005-02-04,20000000,46752382,67192859,2005,Feb
Comedy,Medium,Medium,PG-13,Medium,The Wedding Date,Light,2005-02-04,15000000,31726995,47175038,2005,Feb
Comedy,Heavy,Light,PG-13,Medium,Hitch,Light,2005-02-11,55000000,177784257,366784257,2005,Feb
Family,Light,None,PG,None,Because Of Winn-Dixie,Light,2005-02-18,15000000,32647042,33508485,2005,Feb
Science Fiction,Heavy,Light,R,Light,Alone In The Dark,Heavy,2005-01-28,20000000,5178569,8178569,2005,Jan
Horror,Light,None,PG-13,Light,Hide And Seek,Heavy,2005-01-28,25000000,51100486,123696741,2005,Jan
Thriller,Heavy,None,R,Light,Assault On Precinct 13,Heavy,2005-01-19,30000000,20040895,36040895,2005,Jan
Thriller,Heavy,Light,R,Light,Hostage,Heavy,2005-03-11,75000000,34636443,77636443,2005,Mar
Drama,Heavy,Light,PG-13,Light,Coach Carter,Light,2005-01-14,45000000,67264877,76665507,2005,Jan
Comedy,Light,None,PG,Light,Are We There Yet?,Medium,2005-01-21,20000000,82674398,98114471,2005,Jan
Horror,Medium,None,PG-13,None,White Noise,Medium,2005-01-07,10000000,56094360,92094360,2005,Jan
Fantasy,Medium,Light,PG-13,Light,Elektra,Heavy,2005-01-14,65000000,24409722,56824633,2005,Jan
Comedy,Light,None,PG,None,Racing Stripes,Light,2005-01-14,30000000,49772522,89955540,2005,Jan
Thriller,Heavy,Light,PG-13,Light,After The Sunset,Light,2004-11-12,57000000,28328132,38329114,2004,Nov
Drama,Medium,Medium,R,Medium,Alfie,None,2004-11-05,40000000,13395939,35195939,2004,Nov
Drama,Heavy,None,Unknown,None,Beyond The Sea,None,2004-12-17,24000000,6144806,8292914,2004,Dec
Animated,None,None,G,None,The Polar Express,Light,2004-11-10,170000000,186493587,310634169,2004,Nov
Action,Light,None,PG,None,National Treasure,Light,2004-11-19,100000000,173005002,331323410,2004,Nov
Thriller,Medium,Light,PG-13,None,The Forgotten,Medium,2004-09-24,50000000,66711892,117211892,2004,Sep
Drama,Heavy,Light,PG-13,Light,Friday Night Lights,Medium,2004-10-08,30000000,61255921,61950770,2004,Oct
Comedy,Light,None,PG,Light,First Daughter,None,2004-09-24,30000000,9055010,10419084,2004,Sep
Thriller,Light,None,PG-13,None,Primer,Light,2004-10-08,7000,424760,841926,2004,Oct
Drama,Light,None,R,Medium,Woman Thou Art Loosed,Medium,2004-10-01,3000000,6879730,6879730,2004,Oct
Musical,Light,None,PG,None,Raise Your Voice,Light,2004-10-08,15000000,10411980,14811980,2004,Oct
Animated,Light,None,PG,None,The Incredibles,Medium,2004-11-05,92000000,261441092,614726752,2004,Nov
Thriller,Medium,Light,PG-13,Light,Wicker Park,None,2004-09-03,30000000,13001257,21577076,2004,Sep
Comedy,Heavy,Light,PG-13,Light,The Cookout,Light,2004-09-03,16000000,11540112,11540112,2004,Sep
Comedy,Heavy,Light,PG-13,Medium,Mr. 3000,None,2004-09-17,30000000,21800302,21827296,2004,Sep
Comedy,Heavy,Light,PG-13,Medium,Wimbledon,Light,2004-09-17,35000000,16862585,41666476,2004,Sep
Thriller,Heavy,None,PG-13,Light,Anacondas: The Hunt For The Blood Orchid,Medium,2004-08-27,25000000,31526393,70326393,2004,Aug
Action,Heavy,None,Unknown,Light,Cellular,Medium,2004-09-10,45000000,32003620,61475984,2004,Sep
Drama,Heavy,Light,R,Light,Mean Creek,Light,2004-08-20,500000,603951,1348750,2004,Aug
Drama,Light,Light,PG-13,Light,Vanity Fair,Light,2004-09-01,23000000,16123851,19123851,2004,Sep
Comedy,Medium,None,PG,None,Superbabies: Baby Geniuses 2,Light,2004-08-27,20000000,9109322,9355369,2004,Aug
Science Fiction,Light,None,PG,None,Sky Captain And The World Of Tomorrow,Light,2004-09-17,70000000,37760080,49730854,2004,Sep
Action,Medium,Light,PG-13,Light,Ladder 49,Medium,2004-10-01,60000000,74541707,102332848,2004,Oct
Animated,Light,None,PG,Light,Shark Tale,Light,2004-10-01,75000000,161412000,371917043,2004,Oct
Drama,Heavy,None,R,Light,Criminal,Light,2016-04-15,31500000,14708696,38771262,2016,Apr
Thriller,Heavy,Medium,R,Light,Suspect Zero,Medium,2004-08-27,27000000,8712564,8712564,2004,Aug
Horror,Medium,Light,R,Medium,Exorcist: The Beginning,Heavy,2004-08-20,78000000,41814863,43957541,2004,Aug
Comedy,Medium,None,PG-13,Medium,Little Black Book,Light,2004-08-06,30000000,20422207,21758371,2004,Aug
Documentary,Medium,Light,PG-13,None,Riding Giants,Light,2004-07-09,2600000,2276368,3292333,2004,Jul
Drama,None,None,PG,None,Finding Neverland,Light,2004-11-12,25000000,51676606,115036108,2004,Nov
Thriller,Heavy,Heavy,R,None,Open Water,Medium,2004-08-06,500000,30500882,55518641,2004,Aug
Horror,None,None,PG-13,None,The Village,Medium,2004-07-30,71682975,114197520,257641634,2004,Jul
Musical,Heavy,Light,PG-13,Medium,De-Lovely,Light,2004-06-25,15000000,13337299,18524496,2004,Jun
Thriller,Medium,Light,PG-13,Light,The Bourne Supremacy,Medium,2004-07-23,85000000,176087450,288587450,2004,Jul
Science Fiction,Medium,Light,PG-13,None,"I, Robot",Medium,2004-07-16,105000000,144801023,348629585,2004,Jul
Action,Heavy,None,R,None,Collateral,Heavy,2004-08-06,60000000,100170152,217670152,2004,Aug
Action,Light,None,PG,None,Thunderbirds,Light,2004-07-30,55000000,6768055,28231444,2004,Jul
Comedy,Light,None,PG,None,A Cinderella Story,Light,2004-07-16,19000000,51438175,70164105,2004,Jul
Comedy,None,None,G,None,The Princess Diaries 2: Royal Engagement,Light,2004-08-11,45000000,95149435,122071435,2004,Aug
Action,Medium,Light,PG-13,Light,King Arthur,Medium,2004-07-07,90000000,51877963,203877963,2004,Jul
Drama,None,Medium,PG-13,Medium,The Notebook,Light,2004-06-25,30000000,81001787,116025023,2004,Jun
Drama,Medium,None,R,Light,Maria Full Of Grace,Medium,2004-07-16,3200000,6529624,14441158,2004,Jul
Comedy,Light,None,PG-13,None,Napoleon Dynamite,Light,2004-06-11,400000,44540956,46122713,2004,Jun
Comedy,Light,Light,PG,None,Around The World In 80 Days,Medium,2004-06-16,110000000,24004159,72004159,2004,Jun
Comedy,Light,Light,PG,None,Around The World In 80 Days,Medium,1956-10-17,6000000,42000000,42000000,1956,Oct
Drama,Medium,None,PG-13,None,The Terminal,Light,2004-06-18,75000000,77073959,218673959,2004,Jun
Action,Light,None,PG,None,Two Brothers,Light,2004-06-25,72000000,19176754,62176754,2004,Jun
Science Fiction,Light,Light,PG-13,None,Spider-Man 2,Medium,2004-06-30,200000000,373524485,795110670,2004,Jun
Horror,Light,None,PG-13,Light,Van Helsing,Medium,2004-05-07,170000000,120150546,300150546,2004,May
Comedy,Heavy,None,PG-13,None,Envy,Light,2004-04-30,20000000,13548322,14566246,2004,Apr
Documentary,Light,None,Unknown,None,Super Size Me,Light,2004-05-07,65000,11529368,22233808,2004,May
Action,Light,Medium,R,Light,Troy,Heavy,2004-05-14,150000000,133298577,484161265,2004,May
Comedy,Light,Light,PG,Light,New York Minute,Light,2004-05-07,40000000,14018364,21215882,2004,May
Comedy,Light,None,PG-13,Light,Raising Helen,None,2004-05-28,50000000,37485528,49928680,2004,May
Animated,Light,Light,PG,Light,Shrek 2,Light,2004-05-19,70000000,441226247,937008132,2004,May
Action,Medium,None,PG-13,None,Hellboy,Medium,2004-04-02,60000000,59623958,99823958,2004,Apr
Comedy,Heavy,Light,PG-13,Light,The Whole Ten Yards,Medium,2004-04-09,30000000,16323969,26323969,2004,Apr
Science Fiction,Light,None,PG,None,Ella Enchanted,Light,2004-04-09,35000000,22913677,22913677,2004,Apr
Thriller,Medium,Light,PG-13,Light,Walking Tall,Medium,2004-04-02,56000000,46213824,47313824,2004,Apr
Comedy,Light,Light,PG-13,Light,Johnson Family Vacation,Light,2004-04-07,12000000,31203964,31286759,2004,Apr
Comedy,Light,None,PG,None,Shaolin Soccer,Light,2004-04-02,10000000,488872,42776032,2004,Apr
Comedy,Medium,Light,PG-13,Light,13 Going On 30,Light,2004-04-23,37000000,57139723,97658712,2004,Apr
Romance,Medium,Light,PG,Light,The Prince & Me,Light,2004-04-02,30000000,28165882,29356757,2004,Apr
Drama,Medium,None,PG-13,Light,The Alamo,Medium,2004-04-09,92000000,22406362,23911362,2004,Apr
Drama,Medium,None,PG-13,Light,The Alamo,Medium,1960-10-24,12000000,7900000,7900000,1960,Oct
Drama,Heavy,Light,PG,None,Bobby Jones: Stroke Of Genius,Light,2004-04-30,17000000,2694071,2694071,2004,Apr
Comedy,Light,None,PG-13,None,Bon Voyage,Medium,2004-03-19,20000000,2353728,8361736,2004,Mar
Drama,Heavy,Light,R,Light,Eternal Sunshine Of The Spotless Mind,Light,2004-03-19,20000000,34366518,72570762,2004,Mar
Thriller,Heavy,None,PG-13,Light,Secret Window,Medium,2004-03-12,40000000,47958031,92111551,2004,Mar
Comedy,Heavy,None,R,Light,The Ladykillers,Medium,2004-03-26,35000000,39692139,77392139,2004,Mar
Family,Light,None,PG,None,Scooby-Doo 2: Monsters Unleashed,Light,2004-03-26,25000000,84185387,181185387,2004,Mar
Comedy,Heavy,Light,PG-13,Light,Laws Of Attraction,Light,2004-04-30,32000000,17848322,29948322,2004,Apr
Animated,None,Light,PG,Light,Home On The Range,Light,2004-04-02,110000000,50026353,76482461,2004,Apr
Drama,Medium,None,PG-13,None,You Got Served,Light,2004-01-30,8000000,40066497,50811858,2004,Jan
Comedy,Medium,Light,PG-13,Medium,Welcome To Mooseport,Light,2004-02-20,26000000,14469428,14469428,2004,Feb
Comedy,Heavy,None,Unknown,Light,50 First Dates,Light,2004-02-13,75000000,120776832,196320329,2004,Feb
Biography,Heavy,Light,PG-13,Light,Against The Ropes,Medium,2004-02-20,39000000,5881504,6429865,2004,Feb
Western,Light,None,PG-13,None,Hidalgo,Medium,2004-03-05,78000000,67286731,108086731,2004,Mar
Comedy,Heavy,Light,Unknown,Light,Jersey Girl,Light,2004-03-26,35000000,25266129,37066129,2004,Mar
Comedy,Heavy,Light,PG-13,Medium,Barbershop 2: Back In Business,Light,2004-02-06,18000000,65070412,65842412,2004,Feb
Comedy,None,Light,PG,None,Confessions Of A Teenage Drama Queen,None,2004-02-20,15000000,29331068,33118854,2004,Feb
Comedy,Light,Light,PG,None,Catch That Kid,Light,2004-02-06,18000000,16703799,16959614,2004,Feb
Drama,Light,Light,PG-13,Light,Osama,Medium,2004-01-30,500000,1127331,1971479,2004,Jan
Comedy,Light,None,PG,Light,The Lost Skeleton Of Cadavra,Light,2004-02-06,100000,110536,110536,2004,Feb
Drama,Medium,Light,PG,None,Miracle,Light,2004-02-06,28000000,64378093,64474705,2004,Feb
Drama,None,None,PG,None,The Work And The Glory,Light,2004-11-24,7500000,3347647,3347647,2004,Nov
Drama,Light,None,PG-13,None,Saints And Soldiers,Light,2004-08-06,780000,1310470,1310470,2004,Aug
Horror,Medium,None,PG-13,None,Darkness,Medium,2004-12-25,10600000,22163442,34409206,2004,Dec
Comedy,Heavy,Medium,PG-13,Medium,Meet The Fockers,Light,2004-12-22,60000000,279167575,516567575,2004,Dec
Action,Heavy,Light,PG-13,None,Flight Of The Phoenix,Medium,2004-12-17,75000000,21009180,34009180,2004,Dec
Drama,Medium,Light,PG-13,None,Hotel Rwanda,Medium,2004-12-22,17500000,23519128,36521223,2004,Dec
Comedy,Light,None,PG,None,Fat Albert,Light,2004-12-25,45000000,48114556,48563556,2004,Dec
Drama,Heavy,Medium,R,Heavy,Closer,Light,2004-12-03,35000000,33987757,116177695,2004,Dec
Science Fiction,Heavy,Medium,R,Medium,Blade: Trinity,None,2004-12-08,65000000,52397389,131353165,2004,Dec
Drama,Heavy,Light,R,Medium,Imaginary Heroes,Medium,2004-12-17,10000000,228524,290875,2004,Dec
Comedy,Heavy,Medium,R,Medium,The Life Aquatic With Steve Zissou,Light,2004-12-10,50000000,24006726,34806726,2004,Dec
Action,Light,Medium,R,Heavy,Alexander,Heavy,2004-11-24,155000000,34297191,167297191,2004,Nov
Comedy,Heavy,Light,PG-13,Medium,Spanglish,None,2004-12-17,75000000,42044321,54344321,2004,Dec
Drama,Heavy,Light,PG-13,Light,The Aviator,Medium,2004-12-17,110000000,102608827,208370892,2004,Dec
Drama,Heavy,Light,PG-13,Light,In Good Company,Light,2004-12-29,26000000,45489752,63489752,2004,Dec
Unknown,Light,None,PG-13,Light,House Of Flying Daggers,Heavy,2004-12-03,12000000,11050094,92863945,2004,Dec
Comedy,Light,Medium,Unknown,Light,The Merchant Of Venice,Light,2004-12-29,30000000,3765585,18765585,2004,Dec
Drama,Heavy,Light,PG-13,None,Million Dollar Baby,Medium,2004-12-15,30000000,100492203,231928227,2004,Dec
Comedy,Light,None,PG,None,Christmas With The Kranks,Light,2004-11-24,50000000,73701902,96469187,2004,Nov
Musical,Light,Light,PG-13,None,The Phantom Of The Opera,Medium,2004-12-22,55000000,51225796,153770052,2004,Dec
Drama,Heavy,Medium,R,Heavy,Black And White,Medium,2000-04-05,10000000,5241315,5241315,2000,Apr
Drama,Medium,Medium,PG-13,Light,28 Days,Medium,2000-04-14,43000000,37035515,62063972,2000,Apr
Comedy,Heavy,Medium,R,Heavy,3 Strikes,Medium,2000-03-01,4000000,9821335,9821335,2000,Mar
Drama,Heavy,Medium,R,Medium,The Beach,Heavy,2000-02-11,50000000,39778599,39778599,2000,Feb
Thriller,Heavy,None,R,Medium,Boiler Room,Light,2000-02-18,9000000,16963963,28773637,2000,Feb
Thriller,Heavy,Medium,R,Light,The Boondock Saints,Heavy,2000-01-21,7000000,30471,411874,2000,Jan
Comedy,Medium,Medium,R,Medium,The Big Tease,Light,2000-01-28,4000000,185577,185577,2000,Jan
Thriller,Heavy,Medium,R,Light,The Good Thief,Medium,2003-04-02,30000000,3517797,6460758,2003,Apr
Comedy,Heavy,Light,R,Medium,Bad Santa,Light,2003-11-26,18000000,60060328,77147031,2003,Nov
Comedy,Medium,Light,PG,None,The Haunted Mansion,Light,2003-11-26,90000000,75817994,155750628,2003,Nov
Romance,Heavy,Heavy,R,Heavy,The Cooler,Heavy,2003-11-26,4000000,8291572,11131455,2003,Nov
Thriller,Medium,None,Unknown,None,The Statement,Medium,2003-12-12,27000000,765637,1545064,2003,Dec
Drama,Heavy,Medium,PG-13,Light,The Company,None,2003-12-25,15000000,2281585,3396508,2003,Dec
Horror,Medium,Heavy,R,Light,Gothika,Heavy,2003-11-21,40000000,59588068,141484812,2003,Nov
Drama,Heavy,Light,R,Medium,Elephant,Heavy,2003-10-24,3000000,1266955,10051516,2003,Oct
Western,Medium,Light,R,Light,The Missing,Heavy,2003-11-26,65000000,26900336,38253433,2003,Nov
Drama,Heavy,Medium,R,Heavy,21 Grams,Heavy,2003-11-21,20000000,16248701,59667625,2003,Nov
Historical,Light,Light,R,None,The Last Samurai,Heavy,2003-12-05,140000000,111110575,456810575,2003,Dec
Drama,Medium,None,PG-13,Light,Shattered Glass,None,2003-10-31,6000000,2207975,3456602,2003,Oct
Drama,Medium,Medium,PG-13,Medium,Pieces Of April,Light,2003-10-17,300000,2528664,3571253,2003,Oct
Comedy,Light,None,PG,Light,Looney Tunes: Back In Action,Heavy,2003-11-14,80000000,20950820,54540662,2003,Nov
Drama,Medium,Light,PG-13,Light,Honey,Light,2003-12-05,18000000,30272254,62646763,2003,Dec
Science Fiction,Heavy,None,PG-13,None,Timeline,Medium,2003-11-26,80000000,19480739,26703184,2003,Nov
Fantasy,None,Light,PG-13,None,The Lord Of The Rings: The Return Of The King,Medium,2003-12-17,94000000,377845905,1141403341,2003,Dec
Thriller,Heavy,Heavy,R,Heavy,In The Cut,Heavy,2003-10-22,12000000,4717455,23693646,2003,Oct
Horror,Heavy,Light,R,Light,The Texas Chainsaw Massacre,Heavy,2003-10-17,9000000,80571655,107967319,2003,Oct
Horror,Heavy,Light,R,Light,The Texas Chainsaw Massacre,Heavy,1974-10-18,140000,26572439,26572439,1974,Oct
Comedy,Heavy,Light,R,Medium,Mambo Italiano,Light,2003-06-06,5500000,9282750,12399772,2003,Jun
Comedy,Heavy,Medium,R,Heavy,Love Actually,None,2003-11-07,45000000,59472278,248774244,2003,Nov
Drama,Medium,Light,R,Light,My Life Without Me,Light,2003-09-26,2500000,432360,12267275,2003,Sep
Comedy,Medium,Light,PG-13,Medium,Scary Movie 3,Heavy,2003-10-24,45000000,110000082,155200000,2003,Oct
Comedy,Heavy,Medium,R,Heavy,The Singing Detective,Medium,2003-10-24,8000000,336456,524747,2003,Oct
Comedy,Heavy,Medium,R,Light,Bubba Ho-Tep,Medium,2003-09-19,1000000,1239183,1492895,2003,Sep
Drama,Heavy,None,R,Medium,Beyond Borders,Heavy,2003-10-24,60000000,4426297,11427090,2003,Oct
Thriller,None,None,Unknown,None,The Flower Of Evil,Light,2003-10-10,6000000,181798,181798,2003,Oct
Science Fiction,Heavy,Medium,R,Light,The Matrix Revolutions,Medium,2003-11-05,150000000,139270910,427300260,2003,Nov
Comedy,None,None,PG,None,Elf,Light,2003-11-07,32000000,173398518,220236410,2003,Nov
Drama,Heavy,Light,PG,None,Radio,Light,2003-10-24,35000000,52333738,53293628,2003,Oct
Drama,Medium,Light,PG-13,None,Master And Commander: The Far Side Of The World,Medium,2003-11-14,135000000,93926386,212912137,2003,Nov
Drama,Heavy,Medium,R,Medium,Party Monster,Medium,2003-08-29,5000000,742898,894030,2003,Aug
Horror,Heavy,Medium,R,Medium,Cabin Fever,Heavy,2003-09-12,1500000,21158188,30351664,2003,Sep
Drama,Heavy,Medium,R,Heavy,Wonderland,Heavy,2003-10-03,5500000,1060512,1060512,2003,Oct
Thriller,Heavy,Medium,PG-13,Medium,Hollywood Homicide,Heavy,2003-06-13,75000000,30207785,50409753,2003,Jun
Action,Medium,Light,PG-13,Light,2 Fast 2 Furious,None,2003-06-06,76000000,127120058,236410607,2003,Jun
Fantasy,Light,Light,PG,Light,Sinbad: Legend Of The Seven Seas,Light,2003-07-02,60000000,26483452,80767884,2003,Jul
Comedy,None,None,PG,None,The R.M.,Light,2003-01-31,500000,1111615,1111615,2003,Jan
Drama,Light,Medium,Unknown,Light,The Legend Of Suriyothai,Heavy,2003-06-20,9000000,454255,454255,2003,Jun
Comedy,Light,None,PG-13,Light,A Mighty Wind,None,2003-04-16,6000000,17583468,18504539,2003,Apr
Drama,Heavy,Heavy,R,Medium,The Life Of David Gale,Heavy,2003-02-21,50000000,19694635,28920188,2003,Feb
Romance,Medium,Medium,R,Medium,The Guru,Light,2003-01-31,11000000,3051221,24150550,2003,Jan
Comedy,Heavy,Medium,R,Heavy,Old School,Light,2003-02-21,24000000,75155000,86765463,2003,Feb
Drama,Medium,Medium,R,Medium,The Believer,Medium,2002-05-17,1500000,406035,1840248,2002,May
Comedy,Heavy,Light,PG-13,Light,How To Lose A Guy In 10 Days,Light,2003-02-07,50000000,105807520,178890782,2003,Feb
